rank,anime,voice_actor
841,Zetsuen no Tempest,"Hanazawa, Kana"
841,Zetsuen no Tempest,"Toyonaga, Toshiyuki"
841,Zetsuen no Tempest,"Sanpei, Yuuko"
841,Zetsuen no Tempest,"Sawashiro, Miyuki"
841,Zetsuen no Tempest,"Uchiyama, Kouki"
841,Zetsuen no Tempest,"Kuwashima, Houko"
832,Kingdom,"Kugimiya, Rie"
832,Kingdom,"Hikasa, Youko"
832,Kingdom,"Morita, Masakazu"
832,Kingdom,"Fukuyama, Jun"
852,Dragon Ball Daima,"Uchiyama, Kouki"
852,Dragon Ball Daima,"Kobayashi, Yumiko"
852,Dragon Ball Daima,"Oota, Shinichirou"
852,Dragon Ball Daima,Fairouz Ai
852,Dragon Ball Daima,"Nozawa, Masako"
852,Dragon Ball Daima,"Mino, Yudai"
852,Dragon Ball Daima,"Horikawa, Ryo"
858,Kizumonogatari: Koyomi Vamp,"Kamiya, Hiroshi"
858,Kizumonogatari: Koyomi Vamp,"Horie, Yui"
858,Kizumonogatari: Koyomi Vamp,"Sakamoto, Maaya"
848,Yuzuki-san Chi no Yonkyoudai.,"Terasawa, Momoka"
848,Yuzuki-san Chi no Yonkyoudai.,"Sakurai, Miyuki"
848,Yuzuki-san Chi no Yonkyoudai.,"Toya, Kikunosuke"
848,Yuzuki-san Chi no Yonkyoudai.,"Hinata, Minami"
848,Yuzuki-san Chi no Yonkyoudai.,"Iwasaki, Ryouta"
851,Code Geass: Hangyaku no Lelouch I - Koudou,Yukana
851,Code Geass: Hangyaku no Lelouch I - Koudou,"Sakurai, Takahiro"
851,Code Geass: Hangyaku no Lelouch I - Koudou,"Watanabe, Akeno"
851,Code Geass: Hangyaku no Lelouch I - Koudou,"Fukuyama, Jun"
851,Code Geass: Hangyaku no Lelouch I - Koudou,"Ohara, Sayaka"
851,Code Geass: Hangyaku no Lelouch I - Koudou,"Koshimizu, Ami"
855,Golden Kamuy,"Shiraishi, Haruka"
855,Golden Kamuy,"Itou, Kentarou"
855,Golden Kamuy,"Kobayashi, Chikahiro"
855,Hoozuki no Reitetsu 2nd Season,"Yasumoto, Hiroki"
855,Hoozuki no Reitetsu 2nd Season,"Aida, Rikako"
843,Space☆Dandy,"Suwabe, Junichi"
843,Space☆Dandy,"Yoshino, Hiroyuki"
843,Space☆Dandy,"Satake, Uki"
858,Macross F,"Nakajima, Megumi"
858,Macross F,"Endou, Aya"
858,Macross F,"Nakamura, Yuuichi"
850,BanG Dream! Film Live 2nd Stage,"Misawa, Sachika"
850,BanG Dream! Film Live 2nd Stage,"Kohara, Riko"
850,BanG Dream! Film Live 2nd Stage,Mika
850,BanG Dream! Film Live 2nd Stage,"Ootsuka, Sae"
850,BanG Dream! Film Live 2nd Stage,"Kanemoto, Hisako"
850,BanG Dream! Film Live 2nd Stage,"Ozawa, Ari"
850,BanG Dream! Film Live 2nd Stage,"Kudou, Haruka"
850,BanG Dream! Film Live 2nd Stage,"Nishio, Yuuka"
850,BanG Dream! Film Live 2nd Stage,"Itou, Ayasa"
850,BanG Dream! Film Live 2nd Stage,"Nakashima, Yuki"
850,BanG Dream! Film Live 2nd Stage,"Suguta, Hina"
850,BanG Dream! Film Live 2nd Stage,"Yoshida, Yuuri"
850,BanG Dream! Film Live 2nd Stage,"Shindou, Amane"
850,BanG Dream! Film Live 2nd Stage,"Maeshima, Ami"
850,BanG Dream! Film Live 2nd Stage,"Toyota, Moe"
850,BanG Dream! Film Live 2nd Stage,"Aiba, Aina"
850,BanG Dream! Film Live 2nd Stage,"Sakura, Ayane"
850,BanG Dream! Film Live 2nd Stage,"Kurachi, Reo"
850,BanG Dream! Film Live 2nd Stage,"Kurosawa, Tomoyo"
850,BanG Dream! Film Live 2nd Stage,Natsume
850,BanG Dream! Film Live 2nd Stage,"Tadokoro, Azusa"
850,BanG Dream! Film Live 2nd Stage,"Uesaka, Sumire"
850,BanG Dream! Film Live 2nd Stage,"Shizaki, Kanon"
850,BanG Dream! Film Live 2nd Stage,"Tsumugi, Risa"
850,BanG Dream! Film Live 2nd Stage,Aimi
850,BanG Dream! Film Live 2nd Stage,"Itou, Miku"
850,BanG Dream! Film Live 2nd Stage,"Hikasa, Youko"
850,BanG Dream! Film Live 2nd Stage,"Sakuragawa, Megu"
850,BanG Dream! Film Live 2nd Stage,"Katou, Emiri"
850,BanG Dream! Film Live 2nd Stage,"Nishimoto, Rimi"
850,BanG Dream! Film Live 2nd Stage,"Hata, Sawako"
850,BanG Dream! Film Live 2nd Stage,Raychell
850,BanG Dream! Film Live 2nd Stage,"Ohashi, Ayaka"
850,BanG Dream! Film Live 2nd Stage,"Nakagami, Ikumi"
850,BanG Dream! Film Live 2nd Stage,Ayasa
859,Megalo Box,"Hosoya, Yoshimasa"
862,Osomatsu-san Movie,"Ono, Daisuke"
862,Osomatsu-san Movie,"Irino, Miyu"
862,Osomatsu-san Movie,"Fukuyama, Jun"
862,Osomatsu-san Movie,"Kamiya, Hiroshi"
862,Osomatsu-san Movie,"Nakamura, Yuuichi"
862,Osomatsu-san Movie,"Sakurai, Takahiro"
860,Meitantei Conan Movie 02: 14-banme no Target,"Takayama, Minami"
860,Meitantei Conan Movie 02: 14-banme no Target,"Yamaguchi, Kappei"
860,Meitantei Conan Movie 02: 14-banme no Target,"Yamazaki, Wakana"
860,Meitantei Conan Movie 02: 14-banme no Target,"Kamiya, Akira"
856,JoJo no Kimyou na Bouken (TV),"Koyasu, Takehito"
856,JoJo no Kimyou na Bouken (TV),"Okitsu, Kazuyuki"
856,JoJo no Kimyou na Bouken (TV),"Sugita, Tomokazu"
856,JoJo no Kimyou na Bouken (TV),"Tanaka, Atsuko"
856,JoJo no Kimyou na Bouken (TV),"Ueda, Youji"
856,JoJo no Kimyou na Bouken (TV),"Shioya, Yoku"
856,JoJo no Kimyou na Bouken (TV),"Satou, Takuya"
846,Tokyo Revengers,"Shin, Yuuki"
846,Tokyo Revengers,"Suzuki, Tatsuhisa"
846,Tokyo Revengers,"Ishigami, Shizuka"
846,Tokyo Revengers,"Hayashi, Yuu"
853,Drifters,"Saiga, Mitsuki"
853,Drifters,"Uchida, Naoya"
853,Drifters,"Nakamura, Yuuichi"
880,Giji Harem,"Okamoto, Nobuhiko"
880,Giji Harem,"Hayami, Saori"
874,Undead Girl Murder Farce,"Koichi, Makoto"
874,Undead Girl Murder Farce,"Kurosawa, Tomoyo"
874,Undead Girl Murder Farce,"Yashiro, Taku"
866,New Initial D Movie: Legend 3 - Mugen,"Miyano, Mamoru"
866,New Initial D Movie: Legend 3 - Mugen,"Ono, Daisuke"
867,One Piece Film: Gold,Cho
867,One Piece Film: Gold,"Yao, Kazuki"
867,One Piece Film: Gold,"Tanaka, Mayumi"
867,One Piece Film: Gold,"Okamura, Akemi"
867,One Piece Film: Gold,"Yamaguchi, Yuriko"
867,One Piece Film: Gold,"Nakai, Kazuya"
867,One Piece Film: Gold,"Hirata, Hiroaki"
867,One Piece Film: Gold,"Sakurai, Takahiro"
867,One Piece Film: Gold,"Yamaji, Kazuhiro"
867,One Piece Film: Gold,"Ootani, Ikue"
867,One Piece Film: Gold,"Yamaguchi, Kappei"
875,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Yukinari, Toa"
875,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Sakurai, Takahiro"
875,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Iwanaga, Hiroaki"
875,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Inoue, Jun"
864,Kotonoha no Niwa,"Irino, Miyu"
864,Kotonoha no Niwa,"Sekine, Wataru"
864,Kotonoha no Niwa,"Hanazawa, Kana"
883,Ie Naki Ko,"Sugaya, Masako"
869,Ookiku Furikabutte,"Nakamura, Yuuichi"
869,Ookiku Furikabutte,"Yonaga, Tsubasa"
863,Jigoku Shoujo Futakomori,"Noto, Mamiko"
863,Jigoku Shoujo Futakomori,"Honda, Takako"
863,Jigoku Shoujo Futakomori,"Matsukaze, Masaya"
863,Jigoku Shoujo Futakomori,"Sakai, Kanako"
863,Jigoku Shoujo Futakomori,"Sugou, Takayuki"
871,Saiunkoku Monogatari,"Kuwashima, Houko"
871,Saiunkoku Monogatari,"Hiyama, Nobuyuki"
871,Saiunkoku Monogatari,"Morikawa, Toshiyuki"
871,Saiunkoku Monogatari,"Seki, Tomokazu"
871,Saiunkoku Monogatari,"Okamura, Akemi"
871,Saiunkoku Monogatari,"Midorikawa, Hikaru"
881,Higurashi no Naku Koro ni,"Tamura, Yukari"
881,Higurashi no Naku Koro ni,"Kanai, Mika"
881,Higurashi no Naku Koro ni,"Hoshi, Souichirou"
881,Higurashi no Naku Koro ni,"Nakahara, Mai"
881,Higurashi no Naku Koro ni,"Yukino, Satsuki"
881,Higurashi no Naku Koro ni,"Yukino, Satsuki"
878,Death Billiards,"Maeno, Tomoaki"
878,Death Billiards,"Seto, Asami"
878,Death Billiards,"Nakamura, Yuuichi"
878,Death Billiards,"Hazumi, Jun"
883,InuYasha,"Yukino, Satsuki"
883,InuYasha,"Yamaguchi, Kappei"
883,InuYasha,"Tsujitani, Kouji"
883,InuYasha,"Takahashi, Rieko"
883,InuYasha,"Takagi, Motoki"
883,InuYasha,"Kuwashima, Houko"
883,InuYasha,"Watanabe, Kumiko"
877,Boku no Hero Academia 4th Season,"Yamashita, Daiki"
879,ef: A Tale of Memories.,"Takagi, Motoki"
879,ef: A Tale of Memories.,"Shimono, Hiro"
879,ef: A Tale of Memories.,"Taguchi, Hiroko"
879,ef: A Tale of Memories.,"Okada, Junko"
879,ef: A Tale of Memories.,"Yanase, Natsumi"
901,MF Ghost 2nd Season,"Uchida, Yuuma"
901,MF Ghost 2nd Season,"Sakura, Ayane"
895,Kuroshitsuji: Kishuku Gakkou-hen,"Ono, Daisuke"
895,Kuroshitsuji: Kishuku Gakkou-hen,"Sakamoto, Maaya"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Masuda, Toshiki"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Yonaga, Tsubasa"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Ono, Kensho"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Shirai, Yuusuke"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Abe, Atsushi"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"Eguchi, Takuya"
890,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,KENN
885,Cool Doji Danshi,"Uchiyama, Kouki"
885,Cool Doji Danshi,"Kobayashi, Chiaki"
885,Cool Doji Danshi,"Furukawa, Makoto"
885,Cool Doji Danshi,"Han, Megumi"
885,Cool Doji Danshi,"Umehara, Yuuichirou"
885,Cool Doji Danshi,"Chiba, Shouya"
898,Magic Kaito 1412,"Yamaguchi, Kappei"
898,Magic Kaito 1412,"Ichimichi, Mao"
890,High☆Speed! Movie: Free! Starting Days,"Uchiyama, Kouki"
890,High☆Speed! Movie: Free! Starting Days,"Kokido, Shiho"
890,High☆Speed! Movie: Free! Starting Days,"Shimazaki, Nobunaga"
890,High☆Speed! Movie: Free! Starting Days,"Toyonaga, Toshiyuki"
890,High☆Speed! Movie: Free! Starting Days,"Suzuki, Tatsuhisa"
899,Meitantei Conan Movie 23: Konjou no Fist,"Takayama, Minami"
899,Meitantei Conan Movie 23: Konjou no Fist,"Yamaguchi, Kappei"
899,Meitantei Conan Movie 23: Konjou no Fist,"Yamaguchi, Kappei"
899,Meitantei Conan Movie 23: Konjou no Fist,"Hiyama, Nobuyuki"
899,Meitantei Conan Movie 23: Konjou no Fist,"Yamazaki, Wakana"
899,Meitantei Conan Movie 23: Konjou no Fist,"Koyama, Rikiya"
891,K-On!,"Hikasa, Youko"
891,K-On!,"Toyosaki, Aki"
891,K-On!,"Kotobuki, Minako"
891,K-On!,"Taketatsu, Ayana"
891,K-On!,"Satou, Satomi"
899,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Tamura, Yukari"
899,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Mizuki, Nana"
892,Kami nomi zo Shiru Sekai II,"Itou, Kanae"
892,Kami nomi zo Shiru Sekai II,"Shimono, Hiro"
897,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,"Namikawa, Daisuke"
897,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,"Kurita, Kanichi"
905,Terra e... (TV),"Koyasu, Takehito"
905,Terra e... (TV),"Kobayashi, Sanae"
905,Terra e... (TV),"Saiga, Mitsuki"
905,Terra e... (TV),"Sugita, Tomokazu"
908,Zan Sayonara Zetsubou Sensei,"Nonaka, Ai"
908,Zan Sayonara Zetsubou Sensei,"Kamiya, Hiroshi"
907,Tonikaku Kawaii,"Enoki, Junya"
907,Tonikaku Kawaii,"Kitou, Akari"
888,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Inoue, Kazuhiko"
888,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Hironaka, Masashi"
888,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Horikawa, Ryo"
888,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Tomiyama, Kei"
898,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,"Takayama, Minami"
898,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,"Yamaguchi, Kappei"
898,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,"Yamazaki, Wakana"
898,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,"Kamiya, Akira"
886,Doraemon (1979),"Ooyama, Nobuyo"
886,Doraemon (1979),"Tatekabe, Kazuya"
886,Doraemon (1979),"Kimotsuki, Kaneta"
886,Doraemon (1979),"Nomura, Michiko"
886,Doraemon (1979),"Ohara, Noriko"
886,Doraemon (1979),"Shioya, Kouzou"
895,Kidou Senshi Gundam: Suisei no Majo,"Ichinose, Kana"
895,Kidou Senshi Gundam: Suisei no Majo,Lynn
903,Paradise Kiss,"Yamada, Yu"
903,Paradise Kiss,"Hamada, Kenji"
903,Paradise Kiss,"Matsumoto, Rica"
903,Paradise Kiss,"Mizutani, Shunsuke"
903,Paradise Kiss,"Matsumoto, Marika"
903,Paradise Kiss,"Kugimiya, Rie"
903,Paradise Kiss,"Suzuka, Chiharu"
915,Urusei Yatsura (2022) 2nd Season,"Uesaka, Sumire"
915,Urusei Yatsura (2022) 2nd Season,"Kamiya, Hiroshi"
922,Hoozuki no Reitetsu 2nd Season: Sono Ni,"Yasumoto, Hiroki"
926,Meitantei Conan Movie 22: Zero no Shikkounin,"Furuya, Toru"
926,Meitantei Conan Movie 22: Zero no Shikkounin,"Takayama, Minami"
926,Meitantei Conan Movie 22: Zero no Shikkounin,"Yamaguchi, Kappei"
926,Meitantei Conan Movie 22: Zero no Shikkounin,"Koyama, Rikiya"
926,Meitantei Conan Movie 22: Zero no Shikkounin,"Yamazaki, Wakana"
925,Lupin III vs. Meitantei Conan: The Movie,"Takayama, Minami"
925,Lupin III vs. Meitantei Conan: The Movie,"Hayashibara, Megumi"
925,Lupin III vs. Meitantei Conan: The Movie,"Kobayashi, Kiyoshi"
925,Lupin III vs. Meitantei Conan: The Movie,"Kurita, Kanichi"
925,Lupin III vs. Meitantei Conan: The Movie,"Yamazaki, Wakana"
922,Hibike! Euphonium Movie 2: Todoketai Melody,"Kurosawa, Tomoyo"
922,Hibike! Euphonium Movie 2: Todoketai Melody,"Kotobuki, Minako"
919,Carole & Tuesday,"Ichinose, Kana"
919,Carole & Tuesday,"Shimabukuro, Miyuri"
929,Sayonara Zetsubou Sensei,"Nonaka, Ai"
929,Sayonara Zetsubou Sensei,"Kamiya, Hiroshi"
921,Heartcatch Precure!,"Kawata, Taeko"
921,Heartcatch Precure!,"Kumai, Motoko"
921,Heartcatch Precure!,"Mizuki, Nana"
921,Heartcatch Precure!,"Mizusawa, Fumie"
921,Heartcatch Precure!,"Kuwashima, Houko"
921,Heartcatch Precure!,"Kikuchi, Kokoro"
921,Heartcatch Precure!,"Hisakawa, Aya"
927,Oniisama e...,"Shimamoto, Sumi"
927,Oniisama e...,"Koyama, Mami"
927,Oniisama e...,"Kasahara, Hiroko"
927,Oniisama e...,"Toda, Keiko"
927,Oniisama e...,"Tamagawa, Sakiko"
919,Boku no Hero Academia,"Miyake, Kenta"
919,Boku no Hero Academia,"Okamoto, Nobuhiko"
919,Boku no Hero Academia,"Kokuryu, Sachi"
919,Boku no Hero Academia,"Ishikawa, Kaito"
919,Boku no Hero Academia,"Yamashita, Daiki"
919,Boku no Hero Academia,"Watanabe, Akeno"
919,Boku no Hero Academia,"Sakura, Ayane"
913,Soul Eater,"Omigawa, Chiaki"
913,Soul Eater,"Kobayashi, Yumiko"
913,Soul Eater,"Miyano, Mamoru"
913,Soul Eater,"Uchiyama, Kouki"
913,Soul Eater,"Nazuka, Kaori"
913,Soul Eater,"Watanabe, Akeno"
913,Soul Eater,"Takahira, Narumi"
916,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Chiba, Shouya"
916,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Kitou, Akari"
926,Machikado Mazoku: 2-choume,"Kitou, Akari"
926,Machikado Mazoku: 2-choume,"Kohara, Konomi"
915,Tennis no Oujisama,"Minagawa, Junko"
915,Tennis no Oujisama,"Kaida, Yuki"
915,Tennis no Oujisama,"Tsuda, Kenjirou"
915,Tennis no Oujisama,"Kiyasu, Kouhei"
915,Tennis no Oujisama,"Kawamoto, Naru"
915,Tennis no Oujisama,"Takahashi, Hiroki"
915,Tennis no Oujisama,"Onosaka, Masaya"
915,Tennis no Oujisama,"Kondou, Takayuki"
915,Tennis no Oujisama,"Okiayu, Ryoutarou"
946,Dark Gathering,"Shimazaki, Nobunaga"
946,Dark Gathering,"Shimada, Aino"
946,Dark Gathering,"Hanazawa, Kana"
946,Dark Gathering,"Sasahara, Yuu"
943,Yume-iro Pâtissière,"Yuuki, Aoi"
943,Yume-iro Pâtissière,"Hamazoe, Shinya"
943,Yume-iro Pâtissière,"Misawa, Sachika"
943,Yume-iro Pâtissière,"Iino, Mayu"
943,Yume-iro Pâtissière,"Yamaoka, Yuri"
943,Yume-iro Pâtissière,"Yonaga, Tsubasa"
943,Yume-iro Pâtissière,"Okamoto, Nobuhiko"
943,Yume-iro Pâtissière,"Taketatsu, Ayana"
939,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Furuya, Toru"
939,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Horiuchi, Kenyuu"
933,Magi: Sinbad no Bouken (TV),"Sugita, Tomokazu"
933,Magi: Sinbad no Bouken (TV),"Fujiwara, Keiji"
933,Magi: Sinbad no Bouken (TV),"Sakurai, Takahiro"
933,Magi: Sinbad no Bouken (TV),"Ono, Daisuke"
933,Magi: Sinbad no Bouken (TV),"Takamoto, Megumi"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Tomatsu, Haruka"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Kondou, Takayuki"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Toyosaki, Aki"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Kayano, Ai"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Sakurai, Takahiro"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Seto, Asami"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Hayami, Saori"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Irino, Miyu"
944,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Tamura, Mutsumi"
935,Musekinin Kanchou Tylor,"Amano, Yuri"
935,Musekinin Kanchou Tylor,"Tsujitani, Kouji"
935,Musekinin Kanchou Tylor,"Hayami, Show"
945,Beelzebub,"Sawashiro, Miyuki"
945,Beelzebub,"Mizushima, Daichuu"
945,Beelzebub,"Itou, Shizuka"
945,Beelzebub,"Konishi, Katsuyuki"
940,Urusei Yatsura 2: Beautiful Dreamer,"Hirano, Fumi"
940,Urusei Yatsura 2: Beautiful Dreamer,"Kamiya, Akira"
940,Urusei Yatsura 2: Beautiful Dreamer,"Furukawa, Toshio"
940,Urusei Yatsura 2: Beautiful Dreamer,"Fujioka, Takuya"
932,"Komi-san wa, Comyushou desu.","Koga, Aoi"
932,"Komi-san wa, Comyushou desu.","Kajiwara, Gakuto"
962,Tokyo Revengers: Tenjiku-hen,"Shin, Yuuki"
962,Tokyo Revengers: Tenjiku-hen,"Watanabe, Akeno"
962,Tokyo Revengers: Tenjiku-hen,"Hayashi, Yuu"
962,Tokyo Revengers: Tenjiku-hen,Fairouz Ai
957,Nige Jouzu no Wakagimi,"Yuikawa, Asaki"
957,Nige Jouzu no Wakagimi,"Nakamura, Yuuichi"
964,Trigun Stampede,"Matsuda, Kenji"
964,Trigun Stampede,"Ando, Sakura"
964,Trigun Stampede,"Matsuoka, Yoshitsugu"
964,Trigun Stampede,"Kurosawa, Tomoyo"
964,Trigun Stampede,"Hosoya, Yoshimasa"
964,Trigun Stampede,"Kumagai, Mirei"
960,Seitokai Yakuindomo Movie,"Hikasa, Youko"
960,Seitokai Yakuindomo Movie,"Yahagi, Sayuri"
960,Seitokai Yakuindomo Movie,"Satou, Satomi"
960,Seitokai Yakuindomo Movie,"Asanuma, Shintaro"
952,Hanasaku Iroha Movie: Home Sweet Home,"Honda, Takako"
952,Hanasaku Iroha Movie: Home Sweet Home,"Itou, Kanae"
952,Hanasaku Iroha Movie: Home Sweet Home,"Itou, Kanae"
952,Hanasaku Iroha Movie: Home Sweet Home,"Toyosaki, Aki"
952,Hanasaku Iroha Movie: Home Sweet Home,"Omigawa, Chiaki"
953,Hidamari Sketch x 365,"Gotou, Yuuko"
953,Hidamari Sketch x 365,"Mizuhashi, Kaori"
953,Hidamari Sketch x 365,"Shintani, Ryouko"
953,Hidamari Sketch x 365,"Asumi, Kana"
961,Tentai Senshi Sunred 2nd Season,"Yamada, Louis LIII"
961,Tentai Senshi Sunred 2nd Season,"Takagi, Shun"
961,Tentai Senshi Sunred 2nd Season,"Nabei, Makiko"
956,Michiko to Hatchin,"Maki, Yoko"
956,Michiko to Hatchin,"Hidaka, Rina"
956,Michiko to Hatchin,"Ohgo, Suzuka"
954,Jibaku Shounen Hanako-kun,"Ogata, Megumi"
954,Jibaku Shounen Hanako-kun,"Chiba, Shouya"
954,Jibaku Shounen Hanako-kun,"Kitou, Akari"
966,Umibe no Étranger,"Matsuoka, Yoshitsugu"
966,Umibe no Étranger,"Yamazaki, Satoshi"
966,Umibe no Étranger,"Murata, Taishi"
966,Umibe no Étranger,"Sakurai, Yuuki"
949,5-toubun no Hanayome Movie,"Minase, Inori"
949,5-toubun no Hanayome Movie,"Taketatsu, Ayana"
949,5-toubun no Hanayome Movie,"Hanazawa, Kana"
949,5-toubun no Hanayome Movie,"Sakura, Ayane"
949,5-toubun no Hanayome Movie,"Itou, Miku"
949,5-toubun no Hanayome Movie,"Matsuoka, Yoshitsugu"
949,5-toubun no Hanayome Movie,"Tamura, Mutsumi"
965,Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Kitou, Akari"
965,Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Hanae, Natsuki"
965,Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Tsuda, Kenjirou"
965,Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Sakura, Ayane"
959,Seihou Bukyou Outlaw Star,"Miyamura, Yuko"
959,Seihou Bukyou Outlaw Star,"Matsumoto, Rica"
959,Seihou Bukyou Outlaw Star,"Kawasumi, Ayako"
959,Seihou Bukyou Outlaw Star,"Shibuya, Shigeru"
959,Seihou Bukyou Outlaw Star,"Kashiwakura, Tsutomu"
959,Seihou Bukyou Outlaw Star,Sayuri
950,91 Days,"Kondo, Takashi"
950,91 Days,"Asai, Ayaka"
950,91 Days,"Eguchi, Takuya"
958,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Ban, Taito"
958,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Iwami, Manaka"
961,Tiger & Bunny,"Morita, Masakazu"
961,Tiger & Bunny,"Nagayoshi, Yuka"
961,Tiger & Bunny,"Hirata, Hiroaki"
961,Tiger & Bunny,"Tamura, Mutsumi"
993,Oomuro-ke: Dear Sisters,"Hidaka, Rina"
993,Oomuro-ke: Dear Sisters,"Saitou, Chiwa"
993,Oomuro-ke: Dear Sisters,"Katou, Emiri"
984,Hug tto! Precure,"Tamura, Nao"
984,Hug tto! Precure,"Tamura, Yukari"
984,Hug tto! Precure,"Tada, Konomi"
984,Hug tto! Precure,"Ogura, Yui"
984,Hug tto! Precure,"Hikisaka, Rie"
984,Hug tto! Precure,"Honizumi, Rina"
988,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"Kamiya, Hiroshi"
986,Kara no Kyoukai Movie 4: Garan no Dou,"Honda, Takako"
986,Kara no Kyoukai Movie 4: Garan no Dou,"Suzumura, Kenichi"
986,Kara no Kyoukai Movie 4: Garan no Dou,"Sakamoto, Maaya"
979,Enen no Shouboutai: Ni no Shou,"Kobayashi, Yuusuke"
979,Enen no Shouboutai: Ni no Shou,"Suzumura, Kenichi"
979,Enen no Shouboutai: Ni no Shou,"Ichimichi, Mao"
979,Enen no Shouboutai: Ni no Shou,"Yuuki, Aoi"
979,Enen no Shouboutai: Ni no Shou,"Kajiwara, Gakuto"
979,Enen no Shouboutai: Ni no Shou,"Sakamoto, Maaya"
979,Enen no Shouboutai: Ni no Shou,"Nakai, Kazuya"
979,Enen no Shouboutai: Ni no Shou,"Kamijou, Saeko"
